Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
1146.11,0.09,42,330.63,8.55,0.42,JACK LEBRON,Coimbatore,Tamil Nadu,India,CORPORATE,24965,29/3/2011,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,29/3/2011
909.721,0.01,29,287.99,5.99,0.38,RICK WILSON,Kanyakumari,Tamil Nadu,India,CORPORATE,26466,11/6/2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,12/6/2009
203.53,0.06,31,-101.28,6.93,0.37,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,28037,12/12/2009,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,13/12/2009
63.47,0,47,-19.92,0.7,0.81,LINDSAY CASTELL,Kanyakumari,Tamil Nadu,India,CORPORATE,28294,22/5/2012,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,23/5/2012
560.03,0.04,26,-139.87,13.99,0.52,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,28453,28/12/2012,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,28/12/2012
323.91,0.09,11,-96.53,4,0.75,LINDSAY CASTELL,Kanyakumari,Tamil Nadu,India,CORPORATE,28512,27/4/2010,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,28/4/2010
7168.15,0.05,18,1593.61,19.99,0.58,LINDSAY CASTELL,Kanyakumari,Tamil Nadu,India,CORPORATE,28512,27/4/2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,29/4/2010
185.59,0.1,10,12.01,5.77,0.38,LINDSAY CASTELL,Kanyakumari,Tamil Nadu,India,CORPORATE,28512,27/4/2010,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,29/4/2010
278.65,0.05,33,-36.34,2.38,0.74,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,HOME OFFICE,28641,12/10/2011,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,13/10/2011
866.73,0.1,43,-199.98,6.5,0.78,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,28867,22/7/2011,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,23/7/2011
642.42,0.03,6,80.01,19.99,0.37,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,28867,22/7/2011,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,23/7/2011
2169.7525,0.02,26,374.75,8.99,0.57,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,28867,22/7/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,24/7/2011
4488.2635,0.06,27,750.55,5,0.59,JANET LEE,Kanyakumari,Tamil Nadu,India,CONSUMER,28899,14/6/2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,16/6/2012
102.5,0.1,16,13.84,1.5,0.48,GIULIETTA BAPTIST,Coimbatore,Tamil Nadu,India,HOME OFFICE,25154,20/8/2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,21/8/2010
130.28,0.08,28,56.97,0.5,0.36,BRIAN DECHERNEY,Bangalore,Karnataka,India,CORPORATE,30343,21/5/2012,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR,23/5/2012
41343.21,0.09,8,3852.19,24.49,0.39,CRAIG CARREIRA,Kanyakumari,Tamil Nadu,India,CORPORATE,30343,21/5/2012,CRITICAL,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR,23/5/2012
273.38,0.06,6,-170.91,16.71,0.66,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,30657,10/5/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,11/5/2011
179.66,0.01,8,-1.73,1.99,0.43,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,30657,10/5/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,12/5/2011
13.5,0.04,2,-7.9,1.67,0.51,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,31330,1/6/2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,2/6/2010
540.64,0.02,38,13.89,5.5,0.57,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,31330,1/6/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/6/2010
269.35,0.07,35,-14.99,3.68,0.52,KELLY COLLISTER,Kanyakumari,Tamil Nadu,India,CONSUMER,31556,27/7/2011,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,28/7/2011
68.94,0,8,-32.63,2.38,0.74,GREG HANSEN,Kanyakumari,Tamil Nadu,India,HOME OFFICE,31648,20/8/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,20/8/2011
74.04,0.03,10,-37.04,7.3,0.37,GREG HANSEN,Kanyakumari,Tamil Nadu,India,HOME OFFICE,31648,20/8/2011,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,22/8/2011
1104.28,0.08,29,359.75,1.99,0.44,LIZ CARLISLE,Kanyakumari,Tamil Nadu,India,CORPORATE,32100,23/5/2012,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,25/5/2012
6865.19,0.09,20,1541.68,60,NA,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,32675,3/11/2009,HIGH,FURNITURE,TABLES,DELIVERY TRUCK,4/11/2009
174.81,0.07,49,74.82,0.5,0.37,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,CORPORATE,32804,9/9/2012,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR,10/9/2012
7783.36,0.07,36,3506.24,11.79,0.42,JOY SMITH,Coimbatore,Tamil Nadu,India,CONSUMER,25315,2/12/2010,LOW,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR,2/12/2010
89.51,0.02,20,-61.99,5.26,0.38,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,CORPORATE,32804,9/9/2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,11/9/2012
175.99,0.1,48,77.3,0.5,0.38,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,32806,21/6/2011,HIGH,OFFICE SUPPLIES,LABELS,EXPRESS AIR,22/6/2011
221.23,0.02,33,-45.29,5.2,0.37,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,32806,21/6/2011,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,23/6/2011
262.29,0.09,15,7.26,5.03,0.54,JANET LEE,Kanyakumari,Tamil Nadu,India,CONSUMER,32996,17/12/2010,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,20/12/2010
116.314,0.04,2,-300.85,3.9,0.55,JANET LEE,Kanyakumari,Tamil Nadu,India,CONSUMER,32996,17/12/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,19/12/2010
402.49,0,32,41.79,5.63,0.4,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,33184,13/2/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,15/2/2012
1754.29,0.09,1,-961.5,19.99,0.36,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,33184,13/2/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,15/2/2012
8213.37,0.02,27,1148.88,69.55,0.6,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,33731,8/10/2012,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,9/10/2012
109.01,0.09,32,8.45,1.63,0.36,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,33731,8/10/2012,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,8/10/2012
138.88,0.05,12,-23.99,5.03,0.59,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,33731,8/10/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,10/10/2012
315.792,0.1,13,-105.77,8.59,0.56,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,34112,1/9/2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,3/9/2011
61.76,0,21,4.34,0.93,0.54,JOY SMITH,Coimbatore,Tamil Nadu,India,CONSUMER,25315,2/12/2010,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,2/12/2010
11.76,0.1,3,-2.83,0.5,0.39,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,34849,12/10/2010,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR,14/10/2010
1192.93,0.07,3,-434.81,19.99,0.58,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,34849,12/10/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13/10/2010
100.13,0.08,22,19.77,1.52,0.36,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,34849,12/10/2010,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,13/10/2010
198.43,0.01,29,-79.67,6.81,0.36,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,37923,27/3/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,28/3/2010
756.7295,0.07,42,64.78,4.81,0.58,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,38215,2/1/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,3/1/2010
3676.96,0.09,38,1233.45,19.99,0.37,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,38215,2/1/2010,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR,4/1/2010
3982.42,0.04,48,1560.82,6.13,0.45,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,38659,30/3/2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,3/4/2010
4025.66,0.05,32,-395.12,51.94,0.63,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,38659,30/3/2010,LOW,FURNITURE,TABLES,DELIVERY TRUCK,6/4/2010
1114.42,0.09,43,425.07,1.99,0.4,LIZ CARLISLE,Kanyakumari,Tamil Nadu,India,CORPORATE,38982,17/7/2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,18/7/2009
753.75,0.1,23,31.17,7.73,0.59,NEIL KNUDSON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,39908,10/5/2009,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,12/5/2009
839.07,0.06,50,212.73,5.08,0.36,FRANK GASTINEAU,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,40225,9/1/2011,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,16/1/2011
1733.3625,0.07,25,-267.01,0.99,0.85,JOY BELL,Kolkatta,West Bengal,India,HOME OFFICE,5925,12/11/2011,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,19/11/2011
3922.42,0.08,44,-354.9,39.61,0.67,JOY BELL,Kolkatta,West Bengal,India,HOME OFFICE,5925,12/11/2011,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,19/11/2011
1280.34,0,36,-1048.25,45.51,0.65,JOY SMITH,Coimbatore,Tamil Nadu,India,CONSUMER,25315,2/12/2010,LOW,FURNITURE,TABLES,DELIVERY TRUCK,4/12/2010
5643.49,0.05,45,-1857.06,70.2,0.74,FRANK GASTINEAU,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,40225,9/1/2011,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,11/1/2011
405.83,0.06,41,178.86,1.39,0.37,GREG HANSEN,Kanyakumari,Tamil Nadu,India,HOME OFFICE,40512,17/9/2010,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,18/9/2010
5294.48,0.03,47,1521.31,5.81,0.65,MARYBETH SKACH,Kanyakumari,Tamil Nadu,India,HOME OFFICE,41636,14/8/2009,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,15/8/2009
423.15,0.05,25,-47.28,7.78,0.57,MARYBETH SKACH,Kanyakumari,Tamil Nadu,India,HOME OFFICE,41636,14/8/2009,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,16/8/2009
2762.857,0.03,27,722.24,4.23,0.56,MARYBETH SKACH,Kanyakumari,Tamil Nadu,India,HOME OFFICE,41636,14/8/2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,16/8/2009
1130.806,0.04,21,95.15,4.99,0.57,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,41799,23/6/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,24/6/2009
461.05,0.04,45,-38.39,6.22,0.55,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,41857,6/5/2011,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR,11/5/2011
9501.624,0.07,43,-686.45,61.76,0.78,BILL EPLETT,Kanyakumari,Tamil Nadu,India,CORPORATE,42342,4/9/2009,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK,6/9/2009
205.32,0.08,21,37.3,1.99,0.41,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,CORPORATE,42374,17/7/2012,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,17/7/2012
807.6,0,47,214.3,5.08,0.36,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,CORPORATE,42374,17/7/2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,18/7/2012
694.17,0,11,174.22,10.29,0.39,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,CORPORATE,42374,17/7/2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,19/7/2012
76.61,0.09,12,-31.83,5.29,0.43,GREG GUTHRIE,Coimbatore,Tamil Nadu,India,CORPORATE,25376,26/3/2011,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,27/3/2011
257.66,0.05,41,-69.23,2.74,0.71,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,42631,9/5/2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,9/5/2009
211.4,0.09,18,91.63,0.5,0.38,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,42631,9/5/2009,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR,10/5/2009
287.22,0.06,44,-72.93,5.41,0.37,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,42631,9/5/2009,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,10/5/2009
1148.0355,0.08,22,21.98,8.99,0.55,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,42631,9/5/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,11/5/2009
2770.79,0.02,29,109.39,30,0.61,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,42979,1/5/2011,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK,3/5/2011
5301.2,0.01,47,1126.72,10.12,0.79,NEIL KNUDSON,Kanyakumari,Tamil Nadu,India,CORPORATE,43045,14/6/2012,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,16/6/2012
418.44,0.05,12,-407.17,45.51,0.65,NEIL KNUDSON,Kanyakumari,Tamil Nadu,India,CORPORATE,43045,14/6/2012,MEDIUM,FURNITURE,TABLES,DELIVERY TRUCK,14/6/2012
21.01,0,3,-9.69,5.02,0.38,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,43110,6/2/2011,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,6/2/2011
3457.99,0.05,1,-11861.46,24.49,0.37,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,43110,6/2/2011,HIGH,TECHNOLOGY,COPIERS AND FAX,REGULAR AIR,8/2/2011
270.25,0.02,14,100.9,1.49,0.35,LYCORIS SAUNDERS,Kanyakumari,Tamil Nadu,India,HOME OFFICE,43239,16/3/2011,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,18/3/2011
1152.63,0.03,36,389.4,7.09,0.49,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,44678,13/10/2012,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,13/10/2012
1483.44,0.04,38,439.77,1.99,0.54,CARLOS SOLTERO,Coimbatore,Tamil Nadu,India,CONSUMER,26240,19/12/2009,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,22/12/2009
7.56,0.1,4,-5.53,0.76,0.83,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,44678,13/10/2012,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,15/10/2012
1710.65,0.01,40,782.01,2.99,0.35,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,44805,14/9/2012,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,15/9/2012
85.62,0.07,11,-81.22,11.15,0.37,KELLY COLLISTER,Kanyakumari,Tamil Nadu,India,CONSUMER,44897,9/3/2010,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,11/3/2010
5441.06,0.06,19,-557.2,61.76,0.78,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,47015,13/2/2011,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK,14/2/2011
70.45,0.1,40,-2.31,1,0.4,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,47175,25/4/2010,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,26/4/2010
129.18,0.04,8,-30.02,4,0.37,BILL EPLETT,Kanyakumari,Tamil Nadu,India,CORPORATE,47203,18/12/2009,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,19/12/2009
1016.26,0.06,44,337.97,5.47,0.39,BILL EPLETT,Kanyakumari,Tamil Nadu,India,CORPORATE,47203,18/12/2009,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,20/12/2009
382.65,0.03,40,47.61,4.39,0.38,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,47270,2/8/2010,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR,5/8/2010
3559.613,0,19,747.74,3,0.58,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,47270,2/8/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,4/8/2010
61,0.08,9,-34.25,6.81,0.36,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,47270,2/8/2010,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,4/8/2010
245.82,0.08,40,86.44,1.34,0.36,JEREMY LONSDALE,Kanyakumari,Tamil Nadu,India,CORPORATE,47524,15/4/2010,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,15/4/2010
145.68,0.04,39,12,1.61,0.44,CARLOS SOLTERO,Coimbatore,Tamil Nadu,India,CONSUMER,26240,19/12/2009,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,20/12/2009
155.924,0.09,8,-63.12,4.81,0.58,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,HOME OFFICE,48035,31/3/2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,1/4/2009
34.23,0.02,3,-9.5,7.86,0.37,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,48096,12/6/2009,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR,13/6/2009
383.33,0.03,22,27.62,8.13,0.38,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,48096,12/6/2009,HIGH,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,14/6/2009
7647.97,0.05,47,-1014.01,35,0.85,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,48868,13/6/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,15/6/2012
6861.8545,0.07,43,1754.08,3.99,0.59,PAUL STEVENSON,Kanyakumari,Tamil Nadu,India,CORPORATE,48868,13/6/2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,14/6/2012
44.84,0.09,3,37.74,5.3,0.46,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,49760,1/10/2011,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,2/10/2011
1281.1795,0.02,13,-26.62,5.92,0.58,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,49760,1/10/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,3/10/2011
710.33,0.09,38,62.53,9.03,0.37,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,49760,1/10/2011,MEDIUM,OFFICE SUPPLIES,PAPER,EXPRESS AIR,3/10/2011
16949.44,0.01,31,7858.08,19.99,0.37,IONIA MCGRATH,Kanyakumari,Tamil Nadu,India,SMALL BUSINESS,49830,9/7/2009,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,11/7/2009
1504.01,0.05,42,211.04,14.72,0.4,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,50147,8/10/2009,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,9/10/2009
500.48,0.08,45,-48.2,5.03,0.59,HAROLD ENGLE,Coimbatore,Tamil Nadu,India,HOME OFFICE,26791,29/4/2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/5/2011
163.62,0,13,16.34,5.43,0.36,DENISE MONTON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,50147,8/10/2009,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,8/10/2009
887.98,0.04,22,239.94,9.83,0.4,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,50304,31/1/2010,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,2/2/2010
72.46,0.05,3,-60.74,27.75,0.76,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,50304,31/1/2010,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK,2/2/2010
470.39,0.08,19,-147.99,5.89,0.75,IONIA MCGRATH,Kanyakumari,Tamil Nadu,India,HOME OFFICE,50756,9/9/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,10/9/2010
15.04,0.02,2,-6.12,0.49,0.38,IONIA MCGRATH,Kanyakumari,Tamil Nadu,India,HOME OFFICE,50756,9/9/2010,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR,9/9/2010
312.05,0.04,42,-342.38,11.51,0.36,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,51201,16/12/2011,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,16/12/2011
545.04,0.05,7,-210.06,60,0.41,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,HOME OFFICE,51554,26/3/2009,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK,28/3/2009
606.91,0.09,29,-271.77,11.52,0.83,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,HOME OFFICE,51554,26/3/2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,27/3/2009
91.94,0.01,23,-10.11,2,0.53,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,52197,4/8/2012,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,5/8/2012
377.03,0.06,6,-78.82,6.88,0.73,MAXWELL SCHWARTZ,Kanyakumari,Tamil Nadu,India,CORPORATE,52197,4/8/2012,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/8/2012
8221.2935,0.06,50,2342.21,4.2,0.6,ERICA BERN,Coimbatore,Tamil Nadu,India,CORPORATE,28836,24/10/2010,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25/10/2010
76.85,0.1,18,-64.08,5.41,0.35,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,CORPORATE,52615,19/10/2009,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,23/10/2009
67.22,0.05,4,-139.53,49,0.6,LIZ PELLETIER,Kanyakumari,Tamil Nadu,India,CORPORATE,52615,19/10/2009,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,23/10/2009
112.79,0.06,3,-95.39,53.03,0.78,JONATHAN DOHERTY,Kanyakumari,Tamil Nadu,India,CORPORATE,52678,29/7/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,31/7/2012
6356.68,0.03,50,1812.86,12.65,NA,NEIL KNUDSON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,55621,15/3/2011,LOW,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR,17/3/2011
193.15,0.09,47,27.76,0.94,0.56,NEIL KNUDSON,Kanyakumari,Tamil Nadu,India,HOME OFFICE,55621,15/3/2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,22/3/2011
170.82,0,41,85.45,0.5,0.38,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,CORPORATE,56423,25/12/2011,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,EXPRESS AIR,26/12/2011
1609.69,0.04,4,-281.17,19.99,0.58,DENNIS PARDUE,Kanyakumari,Tamil Nadu,India,CORPORATE,56423,25/12/2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,26/12/2011
