Ship_id,Prod_id,Ord_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID.x,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID.y,Ship_Mode,Ship_Date
SHP_3595,Prod_8,Ord_2628,Cust_1002,682.77,0.05,49,165.2,1.99,0.49,STEVE NGUYEN,Mysore,Karnataka,India,CONSUMER,13638,30-09-2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,13638,REGULAR AIR,02-10-2011
SHP_3596,Prod_1,Ord_2629,Cust_1020,2421.44,0.09,32,-949.09,35,0.83,KATHERINE NOCKTON,Mysore,Karnataka,India,HOME OFFICE,13761,17-10-2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,13761,REGULAR AIR,21-10-2009
SHP_3597,Prod_7,Ord_2630,Cust_1021,14.75,0.03,4,-2.49,1.35,0.4,DENNY BLANTON,Mysore,Karnataka,India,HOME OFFICE,14247,16-08-2011,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,14247,REGULAR AIR,18-08-2011
SHP_3598,Prod_13,Ord_2631,Cust_1002,111.48,0.09,31,29.57,0.7,0.44,STEVE NGUYEN,Mysore,Karnataka,India,CONSUMER,14755,05-01-2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,14755,REGULAR AIR,05-01-2010
SHP_3599,Prod_4,Ord_2631,Cust_1002,2322.812,0.1,44,454.38,4.2,0.59,STEVE NGUYEN,Mysore,Karnataka,India,CONSUMER,14755,05-01-2010,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,14755,EXPRESS AIR,07-01-2010
SHP_36,Prod_6,Ord_26,Cust_21,507.64,0.1,18,118.94,5.76,0.4,EUGENE BARCHAS,Kolkatta,West Bengal,India,CORPORATE,2791,09-10-2009,HIGH,OFFICE SUPPLIES,PAPER,2791,REGULAR AIR,10-10-2009
SHP_360,Prod_3,Ord_263,Cust_90,917.39,0.02,21,393.41,2.99,0.36,CLAUDIA MINER,Mumbai,Maharashtra,India,SMALL BUSINESS,43781,02-02-2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,43781,EXPRESS AIR,03-02-2010
SHP_3600,Prod_1,Ord_2632,Cust_1010,391.23,0.07,24,-27.98,6.25,0.58,ROBERT MARLEY,Mysore,Karnataka,India,CORPORATE,14854,28-04-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,14854,REGULAR AIR,02-05-2010
SHP_3601,Prod_6,Ord_2633,Cust_1022,207.01,0.01,33,-36.9,4.96,0.36,KATHERINE NOCKTON,Mysore,Karnataka,India,CORPORATE,15078,09-11-2010,HIGH,OFFICE SUPPLIES,PAPER,15078,REGULAR AIR,10-11-2010
SHP_3602,Prod_13,Ord_1200,Cust_456,1863.02,0.03,41,360.63,8.99,0.58,SEAN O'DONNELL,Mysore,Karnataka,India,CORPORATE,15718,27-01-2009,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,15718,REGULAR AIR,29-01-2009
SHP_3603,Prod_7,Ord_1200,Cust_456,55.89,0.06,50,-3.05,0.7,0.38,SEAN O'DONNELL,Mysore,Karnataka,India,CORPORATE,15718,27-01-2009,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,15718,REGULAR AIR,30-01-2009
SHP_3604,Prod_6,Ord_2634,Cust_478,838.81,0.09,16,290.77,6.79,0.37,JAS O'CARROLL,Mysore,Karnataka,India,CORPORATE,15744,21-03-2010,CRITICAL,OFFICE SUPPLIES,PAPER,15744,REGULAR AIR,22-03-2010
SHP_3605,Prod_3,Ord_2635,Cust_567,94.39,0.04,12,-29.49,6.05,0.39,CHRIS SELESNICK,Mysore,Karnataka,India,HOME OFFICE,16454,11-05-2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,16454,REGULAR AIR,11-05-2012
SHP_3606,Prod_4,Ord_2636,Cust_999,936.802,0.07,39,-12.08,8.59,0.56,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,16676,19-03-2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,16676,REGULAR AIR,19-03-2009
SHP_3607,Prod_15,Ord_2637,Cust_999,379.8,0.02,1,-183.09,58.95,0.57,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,16897,15-06-2012,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,16897,DELIVERY TRUCK,17-06-2012
SHP_3608,Prod_13,Ord_2637,Cust_999,107.7,0.06,48,14.97,1,0.38,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,16897,15-06-2012,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,16897,REGULAR AIR,17-06-2012
SHP_3609,Prod_2,Ord_2638,Cust_991,3568.45,0.09,18,1081.62,0.99,0.55,STUART CALHOUN,Mysore,Karnataka,India,CONSUMER,16999,19-01-2009,CRITICAL,OFFICE SUPPLIES,APPLIANCES,16999,REGULAR AIR,21-01-2009
SHP_361,Prod_4,Ord_264,Cust_73,1163.123,0,20,83.84,8.99,0.58,FRANK PRICE,Mumbai,Maharashtra,India,CORPORATE,44071,15-04-2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,44071,REGULAR AIR,16-04-2012
SHP_361,Prod_3,Ord_264,Cust_73,110.67,0.08,19,-43.75,4.92,0.38,FRANK PRICE,Mumbai,Maharashtra,India,CORPORATE,44071,15-04-2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,44071,REGULAR AIR,16-04-2012
SHP_3610,Prod_4,Ord_2639,Cust_1023,2604.315,0,45,750.87,5.26,0.56,KEAN NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,17091,21-07-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,17091,REGULAR AIR,22-07-2012
SHP_3611,Prod_8,Ord_2640,Cust_1014,2911.64,0.02,37,225.28,14.52,0.65,MATT CONNELL,Mysore,Karnataka,India,CORPORATE,17249,25-09-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,17249,REGULAR AIR,27-09-2010
SHP_3612,Prod_12,Ord_2641,Cust_456,36.52,0.07,14,10.05,0.5,0.39,SEAN O'DONNELL,Mysore,Karnataka,India,CORPORATE,17670,25-08-2009,MEDIUM,OFFICE SUPPLIES,LABELS,17670,REGULAR AIR,27-08-2009
SHP_3613,Prod_10,Ord_2642,Cust_1016,1077.28,0,10,-486.12,57.38,0.78,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,17797,10-07-2012,LOW,FURNITURE,BOOKCASES,17797,DELIVERY TRUCK,12-07-2012
SHP_3614,Prod_9,Ord_2642,Cust_1016,61.52,0.02,16,-8.89,2.5,0.39,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,17797,10-07-2012,LOW,OFFICE SUPPLIES,ENVELOPES,17797,REGULAR AIR,14-07-2012
SHP_3615,Prod_6,Ord_2643,Cust_1012,1111.23,0.1,29,21.6,19.99,0.36,GUY PHONELY,Mysore,Karnataka,India,CORPORATE,18213,10-09-2010,MEDIUM,OFFICE SUPPLIES,PAPER,18213,REGULAR AIR,12-09-2010
SHP_3616,Prod_8,Ord_2644,Cust_1021,64.5,0.05,3,-55.11,1.99,0.48,DENNY BLANTON,Mysore,Karnataka,India,HOME OFFICE,18241,27-07-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,18241,REGULAR AIR,29-07-2010
SHP_3617,Prod_11,Ord_2644,Cust_1021,9944.49,0.08,25,-969.05,76.37,0.6,DENNY BLANTON,Mysore,Karnataka,India,HOME OFFICE,18241,27-07-2010,LOW,FURNITURE,TABLES,18241,DELIVERY TRUCK,29-07-2010
SHP_3618,Prod_15,Ord_2645,Cust_567,172.34,0,1,-73.22,24.49,0.57,CHRIS SELESNICK,Mysore,Karnataka,India,HOME OFFICE,18244,11-02-2011,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,18244,REGULAR AIR,13-02-2011
SHP_3619,Prod_1,Ord_2646,Cust_1024,816.23,0.05,12,-353.71,35,0.8,LAURA ARMSTRONG,Mysore,Karnataka,India,SMALL BUSINESS,18465,15-04-2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,18465,REGULAR AIR,17-04-2010
SHP_362,Prod_3,Ord_265,Cust_79,224.58,0.03,48,-144.76,5.42,0.37,DOROTHY WARDLE,Mumbai,Maharashtra,India,CORPORATE,44519,19-05-2010,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,44519,REGULAR AIR,20-05-2010
SHP_362,Prod_9,Ord_265,Cust_79,365.77,0.07,34,155.69,1.39,0.39,DOROTHY WARDLE,Mumbai,Maharashtra,India,CORPORATE,44519,19-05-2010,HIGH,OFFICE SUPPLIES,ENVELOPES,44519,REGULAR AIR,20-05-2010
SHP_3620,Prod_2,Ord_2647,Cust_478,340.97,0.07,33,-22.82,3.99,0.58,JAS O'CARROLL,Mysore,Karnataka,India,CORPORATE,18528,30-04-2011,CRITICAL,OFFICE SUPPLIES,APPLIANCES,18528,REGULAR AIR,01-05-2011
SHP_3621,Prod_6,Ord_2647,Cust_478,136.24,0.03,22,-96.22,7.96,0.36,JAS O'CARROLL,Mysore,Karnataka,India,CORPORATE,18528,30-04-2011,CRITICAL,OFFICE SUPPLIES,PAPER,18528,REGULAR AIR,02-05-2011
SHP_3622,Prod_3,Ord_2648,Cust_1015,28.82,0.08,14,-8.36,1.49,0.38,STEVE NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,18917,03-05-2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,18917,REGULAR AIR,05-05-2012
SHP_3623,Prod_11,Ord_2649,Cust_1008,4713.25,0.1,31,-372.49,69,0.68,BILL OVERFELT,Mysore,Karnataka,India,CORPORATE,19493,02-02-2009,CRITICAL,FURNITURE,TABLES,19493,REGULAR AIR,03-02-2009
SHP_3624,Prod_13,Ord_2650,Cust_1022,92.31,0,3,-28.95,6.17,0.55,KATHERINE NOCKTON,Mysore,Karnataka,India,CORPORATE,19616,22-12-2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,19616,REGULAR AIR,23-12-2011
SHP_3625,Prod_13,Ord_2650,Cust_1022,116.94,0.06,42,-10.01,1.25,0.59,KATHERINE NOCKTON,Mysore,Karnataka,India,CORPORATE,19616,22-12-2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,19616,EXPRESS AIR,23-12-2011
SHP_3626,Prod_8,Ord_2651,Cust_1001,1271.12,0.05,35,-62.82,7.53,0.76,SANDRA FLANAGAN,Mysore,Karnataka,India,HOME OFFICE,20390,31-08-2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,20390,EXPRESS AIR,03-09-2009
SHP_3627,Prod_16,Ord_2651,Cust_1001,58.5,0,17,-25.26,1.92,0.84,SANDRA FLANAGAN,Mysore,Karnataka,India,HOME OFFICE,20390,31-08-2009,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",20390,REGULAR AIR,02-09-2009
SHP_3628,Prod_1,Ord_2652,Cust_1008,1809.21,0.04,33,454.49,5.08,0.59,BILL OVERFELT,Mysore,Karnataka,India,CORPORATE,20451,25-05-2012,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,20451,REGULAR AIR,27-05-2012
SHP_3628,Prod_6,Ord_2652,Cust_1008,53.72,0.1,6,2.82,2.01,0.39,BILL OVERFELT,Mysore,Karnataka,India,CORPORATE,20451,25-05-2012,CRITICAL,OFFICE SUPPLIES,PAPER,20451,REGULAR AIR,27-05-2012
SHP_3629,Prod_11,Ord_2652,Cust_1008,9150.09,0.1,17,-1331.55,45.7,0.71,BILL OVERFELT,Mysore,Karnataka,India,CORPORATE,20451,25-05-2012,CRITICAL,FURNITURE,TABLES,20451,DELIVERY TRUCK,27-05-2012
SHP_363,Prod_17,Ord_265,Cust_79,16073.03,0.01,34,5386.32,14.7,0.56,DOROTHY WARDLE,Mumbai,Maharashtra,India,CORPORATE,44519,19-05-2010,HIGH,TECHNOLOGY,OFFICE MACHINES,44519,DELIVERY TRUCK,20-05-2010
SHP_3630,Prod_6,Ord_2653,Cust_997,306.3,0.07,34,18.73,4.39,0.38,ALEJANDRO GROVE,Mysore,Karnataka,India,CORPORATE,20486,05-03-2011,HIGH,OFFICE SUPPLIES,PAPER,20486,REGULAR AIR,06-03-2011
SHP_3630,Prod_13,Ord_2653,Cust_997,163.98,0.01,42,55.73,0.7,0.44,ALEJANDRO GROVE,Mysore,Karnataka,India,CORPORATE,20486,05-03-2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,20486,REGULAR AIR,06-03-2011
SHP_3631,Prod_6,Ord_2654,Cust_992,495.1,0.04,9,110.36,10.75,0.36,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,20899,12-04-2010,LOW,OFFICE SUPPLIES,PAPER,20899,REGULAR AIR,21-04-2010
SHP_3632,Prod_15,Ord_2655,Cust_1025,559.75,0.07,4,-331.08,70.2,0.74,VIVEK GRADY,Mysore,Karnataka,India,CORPORATE,21089,28-07-2011,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,21089,DELIVERY TRUCK,30-07-2011
SHP_3633,Prod_2,Ord_2656,Cust_1026,1611.73,0.1,8,-314.61,68.02,0.58,LINDSAY SHAGIARI,Mysore,Karnataka,India,HOME OFFICE,21634,28-10-2012,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,21634,DELIVERY TRUCK,29-10-2012
SHP_3634,Prod_17,Ord_2656,Cust_1026,1946.55,0.07,1,-4017.62,13.99,0.38,LINDSAY SHAGIARI,Mysore,Karnataka,India,HOME OFFICE,21634,28-10-2012,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,21634,REGULAR AIR,31-10-2012
SHP_3635,Prod_4,Ord_2657,Cust_992,474.793,0.09,5,-407.26,2.5,0.58,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,21665,15-10-2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,21665,EXPRESS AIR,16-10-2012
SHP_3636,Prod_3,Ord_2658,Cust_1006,120.98,0,28,-92.85,5.34,0.38,XYLONA PRICE,Mysore,Karnataka,India,CORPORATE,21729,06-12-2012,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21729,REGULAR AIR,10-12-2012
SHP_3637,Prod_5,Ord_2658,Cust_1006,1082.66,0.08,14,-256.93,48.2,0.74,XYLONA PRICE,Mysore,Karnataka,India,CORPORATE,21729,06-12-2012,LOW,FURNITURE,OFFICE FURNISHINGS,21729,REGULAR AIR,13-12-2012
SHP_3638,Prod_8,Ord_2659,Cust_1016,4744.64,0.04,46,1033.38,19.99,0.52,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,21796,06-05-2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,21796,REGULAR AIR,10-05-2012
SHP_3639,Prod_4,Ord_2659,Cust_1016,40.8255,0.01,2,-99.98,4.81,0.58,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,21796,06-05-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,21796,REGULAR AIR,06-05-2012
SHP_364,Prod_5,Ord_266,Cust_53,30.68,0.02,15,-37.39,4.08,0.53,ALLEN ROSENBLATT,Mumbai,Maharashtra,India,SMALL BUSINESS,44708,27-07-2009,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,44708,REGULAR AIR,28-07-2009
SHP_3640,Prod_9,Ord_2659,Cust_1016,607.13,0.1,41,274.66,1.39,0.38,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,21796,06-05-2012,LOW,OFFICE SUPPLIES,ENVELOPES,21796,REGULAR AIR,13-05-2012
SHP_3641,Prod_7,Ord_2659,Cust_1016,34.22,0.07,31,-3.19,0.7,0.38,VIVEK GRADY,Mysore,Karnataka,India,HOME OFFICE,21796,06-05-2012,LOW,OFFICE SUPPLIES,RUBBER BANDS,21796,REGULAR AIR,11-05-2012
SHP_3642,Prod_2,Ord_2660,Cust_999,4998.03,0.09,14,1092.94,19.99,0.57,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,21958,05-06-2009,HIGH,OFFICE SUPPLIES,APPLIANCES,21958,REGULAR AIR,06-06-2009
SHP_3643,Prod_3,Ord_2661,Cust_1015,323.11,0,14,41.52,8.83,0.37,STEVE NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,22468,10-06-2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,22468,REGULAR AIR,10-06-2010
SHP_3644,Prod_6,Ord_2661,Cust_1015,65.1,0.03,11,13.31,1.46,0.39,STEVE NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,22468,10-06-2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,22468,REGULAR AIR,11-06-2010
SHP_3645,Prod_5,Ord_2661,Cust_1015,163.75,0,19,23.61,4.95,0.41,STEVE NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,22468,10-06-2010,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,22468,REGULAR AIR,12-06-2010
SHP_3646,Prod_6,Ord_2662,Cust_1007,90.93,0.02,17,14.19,2.04,0.36,JOHN LUCAS,Mysore,Karnataka,India,SMALL BUSINESS,22626,29-06-2010,CRITICAL,OFFICE SUPPLIES,PAPER,22626,REGULAR AIR,01-07-2010
SHP_3647,Prod_11,Ord_2662,Cust_1007,6170.912,0.04,35,-528.65,69.64,0.77,JOHN LUCAS,Mysore,Karnataka,India,SMALL BUSINESS,22626,29-06-2010,CRITICAL,FURNITURE,TABLES,22626,DELIVERY TRUCK,01-07-2010
SHP_3648,Prod_8,Ord_2663,Cust_991,263.39,0.08,32,-59.73,2.83,0.77,STUART CALHOUN,Mysore,Karnataka,India,CONSUMER,23205,24-05-2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,23205,EXPRESS AIR,25-05-2009
SHP_3648,Prod_2,Ord_2663,Cust_991,319.62,0.08,8,-16.64,7.2,0.6,STUART CALHOUN,Mysore,Karnataka,India,CONSUMER,23205,24-05-2009,HIGH,OFFICE SUPPLIES,APPLIANCES,23205,EXPRESS AIR,25-05-2009
SHP_3649,Prod_11,Ord_2663,Cust_991,7208.8,0.02,26,-633.44,62.74,0.75,STUART CALHOUN,Mysore,Karnataka,India,CONSUMER,23205,24-05-2009,HIGH,FURNITURE,TABLES,23205,DELIVERY TRUCK,25-05-2009
SHP_365,Prod_4,Ord_267,Cust_79,54.077,0.07,1,-232.99,5,0.83,DOROTHY WARDLE,Mumbai,Maharashtra,India,CORPORATE,44772,31-03-2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,44772,EXPRESS AIR,02-04-2009
SHP_3650,Prod_3,Ord_2664,Cust_1023,101.57,0.01,45,-5.99,1.49,0.38,KEAN NGUYEN,Mysore,Karnataka,India,SMALL BUSINESS,23394,29-04-2010,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,23394,REGULAR AIR,30-04-2010
SHP_3651,Prod_8,Ord_2665,Cust_1020,107.67,0.1,2,-234.66,6.5,0.73,KATHERINE NOCKTON,Mysore,Karnataka,India,HOME OFFICE,24390,06-06-2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,24390,EXPRESS AIR,08-06-2012
SHP_3652,Prod_4,Ord_2666,Cust_1017,2368.168,0,30,1181.3,1.25,0.39,BEN FERRER,Mysore,Karnataka,India,CORPORATE,24643,29-04-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,24643,REGULAR AIR,01-05-2012
SHP_3653,Prod_8,Ord_2667,Cust_427,33.99,0.09,7,-25.86,2.39,0.72,JANET MOLINARI,Mysore,Karnataka,India,CORPORATE,24679,07-05-2011,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,24679,REGULAR AIR,08-05-2011
SHP_3654,Prod_2,Ord_2668,Cust_999,78.79,0.03,5,-21.29,6.75,0.52,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,25062,30-10-2010,CRITICAL,OFFICE SUPPLIES,APPLIANCES,25062,REGULAR AIR,01-11-2010
SHP_3654,Prod_3,Ord_2668,Cust_999,3928.25,0.04,9,1343.25,19.99,0.35,SALLY HUGHSBY,Mysore,Karnataka,India,CONSUMER,25062,30-10-2010,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,25062,REGULAR AIR,01-11-2010
SHP_3655,Prod_13,Ord_2669,Cust_1014,195.21,0.07,29,16.4,2.35,0.47,MATT CONNELL,Mysore,Karnataka,India,CORPORATE,25152,15-10-2012,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,25152,REGULAR AIR,17-10-2012
SHP_3656,Prod_4,Ord_2670,Cust_994,4725.0905,0.01,47,1578.7,2.5,0.57,JIM KRIZ,Mysore,Karnataka,India,CONSUMER,25478,24-04-2012,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,25478,REGULAR AIR,24-04-2012
SHP_3657,Prod_7,Ord_2670,Cust_994,286.76,0.09,50,77.2,1.82,0.35,JIM KRIZ,Mysore,Karnataka,India,CONSUMER,25478,24-04-2012,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,25478,REGULAR AIR,26-04-2012
SHP_3658,Prod_3,Ord_2671,Cust_992,7406.49,0.03,4,701.22,19.99,0.36,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,26469,30-07-2012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,26469,REGULAR AIR,01-08-2012
SHP_3659,Prod_6,Ord_2671,Cust_992,350.01,0.04,50,-133.43,6.93,0.37,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,26469,30-07-2012,MEDIUM,OFFICE SUPPLIES,PAPER,26469,REGULAR AIR,31-07-2012
SHP_366,Prod_5,Ord_268,Cust_109,899.97,0.09,27,-246.3,19.99,0.55,JULIA WEST,Mumbai,Maharashtra,India,CONSUMER,44839,11-06-2012,CRITICAL,FURNITURE,OFFICE FURNISHINGS,44839,EXPRESS AIR,13-06-2012
SHP_3660,Prod_3,Ord_2672,Cust_995,18081.76,0.03,41,8822.28,19.99,0.35,HAROLD RYAN,Mysore,Karnataka,India,HOME OFFICE,26470,21-03-2009,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,26470,REGULAR AIR,22-03-2009
SHP_3661,Prod_1,Ord_2673,Cust_1027,21337.27,0.02,49,7606,19.99,0.58,CATHY PRESCOTT,Mysore,Karnataka,India,CORPORATE,26565,21-10-2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,26565,REGULAR AIR,22-10-2009
SHP_3662,Prod_6,Ord_2674,Cust_994,15.81,0.06,2,-9.88,6.07,0.36,JIM KRIZ,Mysore,Karnataka,India,CONSUMER,26852,06-03-2010,CRITICAL,OFFICE SUPPLIES,PAPER,26852,REGULAR AIR,08-03-2010
SHP_3663,Prod_5,Ord_2675,Cust_1028,802.16,0.1,41,-293.45,14.87,0.57,LIZ WILLINGHAM,Mysore,Karnataka,India,CORPORATE,27299,05-08-2012,CRITICAL,FURNITURE,OFFICE FURNISHINGS,27299,REGULAR AIR,07-08-2012
SHP_3664,Prod_8,Ord_2676,Cust_1029,3333.1,0.1,50,-85.03,4,0.79,STEPHANIE ULPRIGHT,Mysore,Karnataka,India,CONSUMER,27300,30-09-2012,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,27300,REGULAR AIR,01-10-2012
SHP_3665,Prod_13,Ord_2676,Cust_1029,55.68,0.04,27,0.26,0.7,0.57,STEPHANIE ULPRIGHT,Mysore,Karnataka,India,CONSUMER,27300,30-09-2012,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,27300,REGULAR AIR,30-09-2012
SHP_3666,Prod_12,Ord_2677,Cust_1010,56.13,0.02,18,-58.47,5.33,0.36,ROBERT MARLEY,Mysore,Karnataka,India,CORPORATE,27557,08-02-2012,LOW,OFFICE SUPPLIES,LABELS,27557,REGULAR AIR,13-02-2012
SHP_3667,Prod_9,Ord_2678,Cust_1026,94.83,0.02,12,29.87,1.39,0.36,LINDSAY SHAGIARI,Mysore,Karnataka,India,HOME OFFICE,27654,24-09-2010,HIGH,OFFICE SUPPLIES,ENVELOPES,27654,REGULAR AIR,26-09-2010
SHP_3668,Prod_13,Ord_2679,Cust_996,13.04,0.06,1,-6.62,2.89,0.6,JOHN LUCAS,Mysore,Karnataka,India,CORPORATE,27684,05-09-2011,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,27684,REGULAR AIR,07-09-2011
SHP_3669,Prod_3,Ord_2680,Cust_1030,197.59,0.09,31,-73.62,5.48,0.37,ODELLA NELSON,Mysore,Karnataka,India,SMALL BUSINESS,27811,04-03-2011,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,27811,REGULAR AIR,06-03-2011
SHP_367,Prod_4,Ord_269,Cust_52,6789.9275,0.08,40,1864.66,4.2,0.59,RALPH KNIGHT,Mumbai,Maharashtra,India,CONSUMER,45217,01-09-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,45217,REGULAR AIR,02-09-2010
SHP_3670,Prod_13,Ord_2681,Cust_992,6.75,0.08,1,-2.31,1,0.38,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,28064,02-09-2010,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,28064,REGULAR AIR,02-09-2010
SHP_3670,Prod_13,Ord_2681,Cust_992,856.45,0.03,43,265.1,4.1,0.44,ARTHUR PRICHEP,Mysore,Karnataka,India,HOME OFFICE,28064,02-09-2010,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,28064,REGULAR AIR,02-09-2010
SHP_3671,Prod_1,Ord_781,Cust_1012,1160.59,0.01,13,-330.14,35,0.83,GUY PHONELY,Mysore,Karnataka,India,CORPORATE,28225,22-01-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,28225,REGULAR AIR,24-01-2009
SHP_3672,Prod_4,Ord_2682,Cust_1021,201.178,0.07,2,-604.41,2.5,0.6,DENNY BLANTON,Mysore,Karnataka,India,HOME OFFICE,28258,13-03-2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,28258,REGULAR AIR,13-03-2009
SHP_3673,Prod_8,Ord_2682,Cust_1021,2493.24,0.03,25,293.66,19.99,0.52,DENNY BLANTON,Mysore,Karnataka,India,HOME OFFICE,28258,13-03-2009,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,28258,REGULAR AIR,14-03-2009
SHP_3674,Prod_12,Ord_2683,Cust_1002,90.5,0.03,28,24.71,0.99,0.37,STEVE NGUYEN,Mysore,Karnataka,India,CONSUMER,28321,01-08-2010,MEDIUM,OFFICE SUPPLIES,LABELS,28321,REGULAR AIR,01-08-2010
SHP_3675,Prod_6,Ord_2684,Cust_456,157.4,0.07,25,-84,6.74,0.37,SEAN O'DONNELL,Mysore,Karnataka,India,CORPORATE,28454,06-08-2012,MEDIUM,OFFICE SUPPLIES,PAPER,28454,REGULAR AIR,07-08-2012
